Frame,Time_Seconds,Volumen_RMS,Pitch_F0,Centroide_Espectral,Formante_F1,Formante_F2,Formante_F3,Jitter_Global,Shimmer_Global,HNR_Global,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
34,0.5666666666666667,0.15523408,278.3031762566394,2485.3122657539825,430.6677630694384,1521.7318676594177,2514.2383661635663,0.013784124859780618,0.05834675697843983,14.685872752144657,-244.34445,127.5833,-11.259786,4.5642223,-35.80654,24.289307,-37.274757,-9.835873,-42.10862,-14.281725,-12.347328,-32.843258,-24.198555
35,0.5833333333333334,0.15656294,286.4752133309575,2578.7821825620363,697.1386350929142,1974.2756176639123,2944.735322470697,0.013784124859780618,0.05834675697843983,14.685872752144657,-185.84734,128.15968,-51.810013,14.795249,-28.267296,17.005028,-47.743393,-11.95097,-46.383003,-13.943964,6.997033,-26.806744,-10.585347
36,0.6,0.16817854,287.93743935065345,2840.521559133991,794.2506375518151,1971.7674101310777,2971.429807112467,0.013784124859780618,0.05834675697843983,14.685872752144657,-186.1533,117.72331,-62.53118,16.381535,-30.133738,7.7581882,-53.96561,-3.560886,-36.397285,-7.0179687,12.720003,-25.957655,-4.1118093
37,0.6166666666666667,0.16345672,291.88080312353316,2955.5103718879345,829.7737570395642,2001.8649122194106,2975.508813311544,0.013784124859780618,0.05834675697843983,14.685872752144657,-190.88681,110.9819,-64.26695,13.977886,-32.999622,2.1480322,-56.456207,-0.57838166,-35.16292,-8.2309265,7.3103414,-29.719017,-2.4118736
38,0.6333333333333333,0.16346504,296.23064481314236,3451.951227741099,806.3422131180513,2168.9817930960276,2987.5422587162475,0.013784124859780618,0.05834675697843983,14.685872752144657,-201.07101,96.95497,-54.7661,20.195843,-32.52796,6.2314034,-64.91204,1.0293493,-31.481369,-3.1492662,-2.6448526,-40.53515,-5.5523715
39,0.65,0.14885625,298.4482845799067,3104.1254290412967,746.656572592096,2269.600037390233,3074.4712253282314,0.013784124859780618,0.05834675697843983,14.685872752144657,-215.87134,108.22112,-42.74707,24.228954,-24.332985,12.426443,-78.53462,-10.748591,-30.870193,-23.377491,-10.100019,-45.787384,-6.839122
40,0.6666666666666666,0.15194203,304.6997201216001,2688.5416106573753,586.7225214158506,2316.165453774714,3007.5554415523675,0.013784124859780618,0.05834675697843983,14.685872752144657,-256.4553,113.44328,-36.918457,17.193443,-3.319596,14.060095,-79.42654,-8.662806,-18.231407,-29.345509,-4.9675035,-40.73034,-23.936222
41,0.6833333333333333,0.16483055,316.3087141956036,3446.690585993933,363.8497017992211,2378.9625280845466,2903.9649942618753,0.013784124859780618,0.05834675697843983,14.685872752144657,-230.80927,87.59338,-44.006153,33.77603,-5.792595,14.45014,-72.58981,2.5288658,-17.232525,-20.596985,-7.9627323,-38.416237,-22.643124
42,0.7,0.18469298,321.15130655356717,3882.593875628607,380.13894986978676,2474.726214997964,3173.7990949607693,0.013784124859780618,0.05834675697843983,14.685872752144657,-224.43898,70.79623,-44.21771,40.045044,-12.080688,13.916034,-66.82628,5.811262,-23.769444,-20.128986,-7.1797523,-40.1747,-24.851654
43,0.7166666666666667,0.18642078,325.19307968088026,3918.5214217761527,381.8755660858044,2583.994154747116,3126.0257609075966,0.013784124859780618,0.05834675697843983,14.685872752144657,-225.84938,64.10045,-49.549995,41.224644,-8.78135,16.453474,-72.78983,0.3287604,-24.648005,-21.003803,-8.757391,-44.047756,-29.48917
44,0.7333333333333333,0.18166342,328.6359940275409,3968.136098468619,400.6909257574373,2548.0326757154867,2987.3437975460497,0.013784124859780618,0.05834675697843983,14.685872752144657,-225.64261,66.69072,-44.30931,42.677982,-13.094749,14.521214,-73.85068,0.38469207,-19.37241,-19.36274,-5.1832285,-41.940483,-26.941715
45,0.75,0.173103,330.7826883576812,3790.3581431345574,425.5181463020287,2232.369218107985,2877.599318185201,0.013784124859780618,0.05834675697843983,14.685872752144657,-226.0838,74.54139,-39.762157,28.799866,-17.611301,16.788517,-73.459656,-6.9315987,-30.882751,-17.51714,3.2015195,-35.338737,-26.872986
46,0.7666666666666667,0.16477531,331.21344324945125,3341.9588209739813,439.83885824229606,1924.1103392149848,2975.2372951388415,0.013784124859780618,0.05834675697843983,14.685872752144657,-239.01878,89.78737,-41.476086,20.962194,-24.017258,17.822163,-62.01613,-5.039217,-34.894966,-33.140404,9.117691,-35.462677,-25.756817
47,0.7833333333333333,0.12873088,326.2992229052072,3177.6710998382314,386.41405343229616,1749.7127763243373,3016.462946866924,0.013784124859780618,0.05834675697843983,14.685872752144657,-257.25064,107.75914,-21.268536,24.529884,-22.918549,25.374277,-44.178474,6.0658455,-34.425545,-35.342354,13.671892,-36.22435,-20.720303
48,0.8,0.07952765,322.8151860459016,2484.1158189550533,382.72951556623786,1834.0386180101787,2903.0410682576016,0.013784124859780618,0.05834675697843983,14.685872752144657,-345.96994,121.499954,14.695122,24.131514,-7.6816773,20.216835,-26.203594,-2.651186,-19.8009,-31.74539,7.337498,-27.082397,-9.257023
49,0.8166666666666667,0.020249939,329.67932501243666,2032.5556763498107,400.41994151707615,2014.741289920783,2825.3658886519593,0.013784124859780618,0.05834675697843983,14.685872752144657,-432.66458,104.02263,10.795807,18.082859,14.464878,-5.812778,-11.427059,-20.80826,-20.997295,0.6338142,-2.1385984,-26.73143,-17.930801
50,0.8333333333333334,0.014937857,329.20481170225804,1909.1233616184659,357.731336570561,1842.9518282252682,2837.3105875301517,0.013784124859780618,0.05834675697843983,14.685872752144657,-465.68182,97.65439,28.067734,12.484901,17.377647,6.4690347,-9.522701,-20.074697,-16.967466,-4.616788,-6.3516593,-15.925343,-17.07769
51,0.85,0.010385539,327.498837743124,2618.167713122408,367.81764404033765,1795.1098937319248,2908.6167455049126,0.013784124859780618,0.05834675697843983,14.685872752144657,-478.5679,88.85506,36.003483,15.3043785,14.118578,11.465651,-1.1226523,-15.502758,-20.60039,-10.676848,-12.252238,-19.084127,-18.815653
52,0.8666666666666667,0.055822786,0.0,6181.7633249849205,706.4609256975882,1728.6967073489645,2586.1261025550803,0.013784124859780618,0.05834675697843983,14.685872752144657,-213.61348,68.90932,-38.694244,-16.9847,-76.43541,38.89558,-1.1372136,5.7775583,-43.818623,-10.215101,-18.581459,-10.39888,-25.310062
53,0.8833333333333333,0.119614094,0.0,6007.461960157369,1074.8363171509927,1802.200521196559,2432.3449545748713,0.013784124859780618,0.05834675697843983,14.685872752144657,-128.40681,86.63721,-27.831379,-1.3189858,-71.15489,50.84187,-10.199745,6.0391684,-48.443577,-3.032916,-21.263733,-15.227749,-25.564037
